"","Subject","MM_Intercept","MM_Hess","average_peak_magnitude","average_peak_curvature","hmm2_mean.1","hmm2_mean.2","hmm2_sd.1","hmm2_sd.2","hmm2_p1","hmm2_p2","hmm3_mean.1","hmm3_mean.2","hmm3_mean.3","hmm3_sd.1","hmm3_sd.2","hmm3_sd.3","hmm3_p1","hmm3_p2","hmm3_p3","hmm4_mean.1","hmm4_mean.2","hmm4_mean.3","hmm4_mean.4","hmm4_sd.1","hmm4_sd.2","hmm4_sd.3","hmm4_sd.4","hmm4_p1","hmm4_p2","hmm4_p3","hmm4_p4","hmm5_mean.1","hmm5_mean.2","hmm5_mean.3","hmm5_mean.4","hmm5_mean.5","hmm5_sd.1","hmm5_sd.2","hmm5_sd.3","hmm5_sd.4","hmm5_sd.5","hmm5_p1","hmm5_p2","hmm5_p3","hmm5_p4","hmm5_p5","Class","dis_sum","angle_sum","average_speed","idle_time"
"11","CTEEG042",-0.361397561896351,-41.5890795744803,-0.0529867300311901,-0.00192704749050113,0.129,0.304,0.045,0.092,0.703982985305491,0.296017014694509,0.32,0.176,0.095,0.091,0.023,0.028,0.252513534416087,0.356535189481825,0.390951276102088,0.195,0.082,0.333,0.14,0.019,0.022,0.089,0.015,0.25831399845321,0.273781902552204,0.222931167826759,0.244972931167827,0.147,0.333,0.11,0.068,0.197,0.012,0.089,0.01,0.018,0.018,0.203402938901779,0.221771075019335,0.162026295436968,0.169760247486466,0.243039443155452,"control",0.230944749985725,0.097925819967126,-0.263599211508064,-0.415220619990513
"12","CTEEG043",-0.165063897183747,7.23396034910397,0.0255201257834121,-0.00185655667934176,0.123,0.248,0.034,0.054,0.549402617106012,0.450597382893988,0.164,0.266,0.097,0.021,0.049,0.024,0.365067324103926,0.345344206334155,0.289588469561919,0.141,0.09,0.189,0.278,0.012,0.021,0.017,0.046,0.243883937037739,0.231177697705291,0.238763512232126,0.286174853024844,0.3,0.227,0.179,0.139,0.089,0.042,0.015,0.012,0.011,0.021,0.186611037360137,0.160250331879386,0.197231177697705,0.228901953347241,0.227005499715532,"control",0.293670336550295,0.688556420830624,0.172262378442847,-0.667441409819461
"13","CTEEG046",0.573625296657058,-20.0918213773511,0.955810564595457,-0.0021550528391085,0.227,0.388,0.048,0.078,0.583269230769231,0.416730769230769,0.187,0.4,0.271,0.035,0.077,0.024,0.2775,0.363269230769231,0.359230769230769,0.185,0.261,0.475,0.339,0.034,0.019,0.068,0.026,0.265961538461538,0.300769230769231,0.144423076923077,0.288846153846154,0.478,0.351,0.174,0.286,0.237,0.067,0.02,0.032,0.016,0.014,0.141153846153846,0.222115384615385,0.200961538461538,0.222692307692308,0.213076923076923,"control",0.102714691077151,-0.386625019004451,-0.596243976255439,0.089220959667383
"14","CTEEG047",-0.471353551634931,-3.60404357528998,-0.257572146176961,-0.00187594911995237,0.255,0.119,0.099,0.032,0.285797213622291,0.714202786377709,0.271,0.097,0.154,0.103,0.021,0.018,0.235874613003096,0.411184210526316,0.352941176470588,0.118,0.082,0.276,0.16,0.01,0.016,0.104,0.016,0.256965944272446,0.21749226006192,0.223684210526316,0.301857585139319,0.107,0.14,0.332,0.071,0.188,0.009,0.01,0.115,0.013,0.021,0.260642414860681,0.236842105263158,0.119582043343653,0.124613003095975,0.258320433436532,"control",-0.0281231136841942,-0.242221189579747,-0.421394462708147,0.341441749496331
"15","CTEEG048",-0.554498577483644,39.8080507966561,-0.633196189698942,-0.00132033506040825,0.077,0.149,0.02,0.035,0.45021227325357,0.54978772674643,0.168,0.113,0.069,0.033,0.012,0.016,0.325164029332304,0.340409108452335,0.334426862215361,0.072,0.143,0.114,0.195,0.017,0.009,0.009,0.031,0.38209185642609,0.208992666923968,0.261868004631416,0.147047472018526,0.115,0.059,0.088,0.143,0.195,0.008,0.012,0.007,0.008,0.031,0.246429949826322,0.206676958703203,0.196063296024701,0.203975299112312,0.146854496333462,"control",0.230507873365347,1.79166599806826,-0.215434038442729,-0.415220619990513
"16","CTEEG051",0.407912703191085,-5.67237879537483,0.858771883197566,-0.00239160042923097,0.374,0.222,0.075,0.048,0.363601385148134,0.636398614851866,0.266,0.18,0.387,0.023,0.032,0.073,0.385148133897653,0.302616390919584,0.312235475182763,0.39,0.284,0.238,0.171,0.073,0.014,0.014,0.028,0.296267795305887,0.237014236244709,0.218930357829935,0.247787610619469,0.39,0.153,0.205,0.285,0.244,0.073,0.02,0.013,0.014,0.01,0.296267795305887,0.146594844170835,0.152173913043478,0.229318968834167,0.175644478645633,"control",-0.583989029718103,-0.535426859976196,-0.96461970690104,2.35920806812792
"17","CTEEG052",0.358527676803996,-20.8523251109305,0.962007745817703,-0.00265501565344796,0.219,0.377,0.045,0.067,0.6,0.4,0.25,0.377,0.176,0.02,0.066,0.033,0.346369796708616,0.404453049370765,0.24917715392062,0.175,0.424,0.245,0.314,0.032,0.054,0.017,0.022,0.241819941916747,0.221878025169409,0.311713455953533,0.22458857696031,0.157,0.255,0.216,0.315,0.424,0.028,0.012,0.012,0.022,0.054,0.151016456921588,0.217424975798645,0.190513068731849,0.220329138431752,0.220716360116166,"control",0.247610643792547,0.357955187730222,-0.064415752123099,-0.583367813209812
"18","CTEEG002",0.175789989526519,3.39760679700694,0.555594928997125,-0.00236199873547249,0.16,0.294,0.045,0.054,0.557377049180328,0.442622950819672,0.187,0.274,0.171,0.156,0.04,0.023,0.141530054644809,0.444808743169399,0.413661202185792,0.093,0.32,0.226,0.165,0.035,0.049,0.021,0.016,0.123497267759563,0.29016393442623,0.292896174863388,0.29344262295082,0.157,0.242,0.326,0.195,0.092,0.012,0.016,0.048,0.011,0.035,0.219672131147541,0.227322404371585,0.25792349726776,0.175956284153005,0.119125683060109,"experiment",-1.62997294272967,-1.41787288434189,1.74603556940428,-0.583367813209812
"19","CTEEG003",0.383147094013814,-88.533713908774,1.4173813103532,-0.00328772508885244,0.19,0.386,0.04,0.108,0.494810586403736,0.505189413596264,0.174,0.44,0.276,0.03,0.102,0.03,0.381681370005189,0.3188894654904,0.299429164504411,0.324,0.49,0.162,0.236,0.032,0.099,0.024,0.022,0.271665801764401,0.2047223663726,0.29605604566684,0.22755578619616,0.203,0.15,0.353,0.273,0.499,0.016,0.019,0.021,0.023,0.098,0.199532952776336,0.202906071613908,0.167099117799689,0.244940321743643,0.185521536066424,"experiment",-0.537773137450778,0.535508392707104,0.808787396228057,-0.83558860303876
"20","CTEEG004",1.16155966324065,-19.8028485585681,2.15914887807122,-0.00370867500551684,0.275,0.474,0.054,0.108,0.572451503710454,0.427548496289546,0.541,0.371,0.253,0.108,0.036,0.045,0.229006639760448,0.346439265720609,0.424554094518943,0.401,0.31,0.224,0.56,0.03,0.023,0.036,0.108,0.260122379898451,0.300481708110923,0.250097643535998,0.189298268454628,0.563,0.211,0.332,0.282,0.407,0.108,0.032,0.016,0.015,0.028,0.184741570108059,0.186954823590678,0.185522718396042,0.201926832443692,0.240854055461528,"experiment",1.6904927765261,2.86208648762337,-0.137809527366276,-0.83558860303876
"21","CTEEG005",-0.0145352609135493,-2.4878183783873,0.0802515328671736,-0.00164157748874735,0.137,0.242,0.027,0.053,0.632352941176471,0.367647058823529,0.161,0.115,0.246,0.013,0.019,0.053,0.33562091503268,0.31797385620915,0.34640522875817,0.267,0.188,0.15,0.111,0.051,0.013,0.009,0.017,0.240849673202614,0.210457516339869,0.281699346405229,0.266993464052288,0.095,0.189,0.268,0.154,0.127,0.013,0.013,0.051,0.008,0.008,0.11797385620915,0.205555555555556,0.239869281045752,0.233333333333333,0.203267973856209,"experiment",-1.63300036220097,-1.22337113337831,-1.25813368978334,2.61142885795686
"22","CTEEG006",-0.164694920163848,14.0729712929669,-0.078540294788217,-0.00171484903549868,0.113,0.2,0.022,0.037,0.488014751075599,0.511985248924401,0.157,0.106,0.224,0.014,0.018,0.029,0.301782421634911,0.393362015980332,0.304855562384757,0.165,0.225,0.128,0.094,0.01,0.028,0.01,0.014,0.229256299938537,0.295021511985249,0.250153657037492,0.225568531038722,0.225,0.165,0.116,0.09,0.136,0.028,0.01,0.005,0.013,0.006,0.295021511985249,0.223110018438845,0.149354640442532,0.184388444990781,0.148125384142594,"experiment",-1.79850600089881,-0.923189268465037,1.9087499863143,-0.499294216600162
"23","CTEEG008",-0.111511688260817,-7.47351035099268,0.12764995178134,-0.00200094785122958,0.135,0.241,0.023,0.052,0.519013360739979,0.480986639260021,0.172,0.257,0.123,0.015,0.049,0.017,0.272867420349435,0.372559095580678,0.354573484069887,0.106,0.173,0.134,0.257,0.012,0.015,0.008,0.049,0.136690647482014,0.266187050359712,0.225077081192189,0.372045220966084,0.169,0.292,0.106,0.22,0.134,0.013,0.049,0.012,0.015,0.008,0.242034943473792,0.178314491264132,0.13617677286742,0.224049331963001,0.219424460431655,"experiment",-1.50450318674697,-1.1133356124278,3.2342130584265,-0.83558860303876
"24","CTEEG009",0.194742118017212,-11.6625655246796,0.394967515352434,-0.00178889860899359,0.29,0.159,0.04,0.038,0.335347432024169,0.664652567975831,0.126,0.293,0.192,0.023,0.038,0.018,0.327794561933535,0.321752265861027,0.350453172205438,0.16,0.115,0.292,0.2,0.01,0.018,0.039,0.013,0.188821752265861,0.231117824773414,0.326283987915408,0.253776435045317,0.201,0.293,0.134,0.103,0.163,0.013,0.038,0.009,0.013,0.009,0.255287009063444,0.321752265861027,0.131419939577039,0.128398791540786,0.163141993957704,"experiment",0.533255753351728,-0.157011827773198,-0.437376021815286,-0.0789262335519157
"25","CTEEG011",-0.660738474681863,51.230468228662,-0.860922061701179,-0.00106599781277284,0.123,0.072,0.022,0.016,0.365738925911407,0.634261074088593,0.131,0.09,0.061,0.02,0.008,0.011,0.269110152881223,0.38671109368875,0.344178753430027,0.131,0.091,0.05,0.069,0.02,0.007,0.007,0.005,0.263818110544884,0.371226969815759,0.14327714621717,0.221677773422187,0.068,0.139,0.103,0.05,0.085,0.005,0.018,0.006,0.007,0.005,0.201489611916895,0.192277538220306,0.205605644845159,0.142689141513132,0.257938063504508,"experiment",0.0162840555373609,0.869725358866184,-0.397942493230527,-0.0789262335519157
"26","CTEEG012",0.12556438494082,13.2015598532549,0.348763988259988,-0.00203748084125831,0.267,0.164,0.049,0.038,0.370722922562387,0.629277077437613,0.202,0.132,0.286,0.016,0.029,0.046,0.428350913300746,0.302932853100077,0.268716233599177,0.294,0.221,0.186,0.127,0.045,0.011,0.011,0.027,0.227682016979676,0.232827373295601,0.277077437612555,0.262413172112169,0.194,0.11,0.223,0.296,0.162,0.007,0.021,0.011,0.044,0.012,0.215204527913558,0.160921018780551,0.21713403653203,0.220864419861075,0.185875996912786,"experiment",1.04760240997571,1.41589079968901,-1.17535976241603,1.51847210203142
"27","CTEEG013",-0.546895096718151,0.981024159019118,-0.523333600363084,-0.00152459135631207,0.157,0.106,0.076,0.019,0.316890415235717,0.683109584764284,0.078,0.118,0.185,0.015,0.011,0.062,0.31158289103965,0.446456447080862,0.241960661879488,0.077,0.146,0.114,0.239,0.015,0.011,0.008,0.072,0.305650952232282,0.234155479238214,0.367780206056822,0.0924133624726819,0.119,0.146,0.071,0.1,0.24,0.005,0.011,0.012,0.006,0.072,0.255073368716828,0.229160162347799,0.222603808929129,0.200749297533562,0.0924133624726819,"experiment",-0.907113937176688,-0.00582229631281824,0.167094289375401,-0.247073426771214
"28","CTEEG015",-0.302840871978662,18.617642376894,0.0252987917648334,-0.00236369497697047,0.137,0.252,0.035,0.069,0.667005592272496,0.332994407727504,0.264,0.167,0.104,0.07,0.018,0.023,0.266014234875445,0.442297915607524,0.291687849517031,0.274,0.146,0.185,0.097,0.072,0.011,0.013,0.019,0.232587697000508,0.267920691408236,0.272877478393493,0.226614133197763,0.123,0.186,0.151,0.274,0.085,0.009,0.013,0.008,0.072,0.014,0.151245551601424,0.267539400101678,0.206278596847992,0.231952211489578,0.142984239959329,"experiment",1.50821183837722,-0.0538290989772213,-0.842295459747293,-0.0789262335519157
"29","CTEEG017",-0.0797838853792875,23.4013023837412,0.143240031995707,-0.00210058388672708,0.241,0.145,0.04,0.031,0.342701014832162,0.657298985167838,0.244,0.119,0.171,0.039,0.023,0.013,0.321493624772313,0.316679677335415,0.361826697892272,0.145,0.178,0.247,0.103,0.01,0.011,0.038,0.018,0.225474889409316,0.292349726775956,0.303018475149623,0.179156908665105,0.136,0.166,0.097,0.263,0.198,0.01,0.008,0.015,0.034,0.012,0.20439760603695,0.236533957845433,0.134790528233151,0.211163153786105,0.213114754098361,"experiment",1.30876428405158,1.73890801699117,-0.711037840127939,0.00514736305773366
"30","CTEEG018",-0.0845845895632852,-22.1700906885375,0.225749211779817,-0.00209937579461078,0.274,0.148,0.07,0.028,0.335443037974684,0.664556962025316,0.29,0.178,0.126,0.067,0.016,0.015,0.268987341772152,0.380650994575045,0.350361663652803,0.171,0.337,0.221,0.125,0.012,0.058,0.02,0.015,0.301084990958409,0.150542495479204,0.203435804701627,0.34493670886076,0.294,0.188,0.112,0.155,0.132,0.067,0.013,0.009,0.007,0.006,0.260397830018083,0.275316455696203,0.146473779385172,0.166365280289331,0.151446654611212,"experiment",-1.32755905810345,-0.86301100705426,2.55456240678113,-0.83558860303876
"31","CTEEG019",-0.0926558972124003,16.9876530805695,0.125389110637159,-0.00205558688595169,0.252,0.148,0.039,0.031,0.405685747214752,0.594314252785248,0.172,0.254,0.117,0.015,0.038,0.018,0.349980791394545,0.391087207068767,0.258932001536688,0.167,0.279,0.117,0.211,0.011,0.029,0.018,0.014,0.283134844410296,0.229350749135613,0.256242796772954,0.231271609681137,0.212,0.104,0.171,0.279,0.141,0.014,0.01,0.009,0.029,0.01,0.226661544371879,0.151363810987322,0.227045716480983,0.229350749135613,0.165578179024203,"experiment",-1.48133401786628,-0.886560700716551,-0.992580209044179,1.60254569864107
"32","CTEEG021",-0.399849808341866,42.7146737060044,-0.469361601064826,-0.00139415131254921,0.165,0.098,0.031,0.022,0.436078222695224,0.563921777304776,0.08,0.117,0.17,0.018,0.01,0.03,0.258081681521884,0.367832912065984,0.374085406412133,0.194,0.111,0.076,0.143,0.028,0.008,0.017,0.011,0.173872555540774,0.30850073167487,0.219103365704403,0.298523347079952,0.149,0.196,0.125,0.105,0.074,0.008,0.027,0.006,0.006,0.017,0.208460822136491,0.166422775043235,0.203538645736331,0.226287082612744,0.195290674471199,"experiment",1.63487899594189,1.23591178192107,-0.640184556683675,-0.583367813209812
"33","CTEEG022",0.701669289753199,-45.1546142605423,1.55552944395895,-0.00312011444804225,0.389,0.234,0.074,0.042,0.57847295864263,0.42152704135737,0.333,0.228,0.451,0.025,0.039,0.067,0.349946977730647,0.378048780487805,0.272004241781548,0.195,0.338,0.268,0.453,0.023,0.023,0.017,0.067,0.199363732767762,0.322905620360551,0.218451749734889,0.259278897136797,0.181,0.453,0.229,0.338,0.274,0.015,0.067,0.014,0.022,0.014,0.127253446447508,0.259278897136797,0.114528101802757,0.320784729586426,0.178154825026511,"experiment",-1.74623836765126,-1.63004955960899,1.12183028646175,-0.247073426771214
"34","CTEEG023",0.746420272130648,-27.2561868024537,1.27643784197503,-0.00253266900423892,0.256,0.421,0.045,0.083,0.65055387713998,0.34944612286002,0.29,0.216,0.423,0.021,0.034,0.082,0.362789526686808,0.293554884189325,0.343655589123867,0.444,0.316,0.202,0.263,0.08,0.02,0.031,0.012,0.27190332326284,0.268126888217523,0.202920443101712,0.257049345417925,0.272,0.445,0.245,0.317,0.191,0.008,0.08,0.009,0.02,0.028,0.164652567975831,0.270644511581067,0.149798590130916,0.261581067472306,0.153323262839879,"experiment",-0.353655940693737,-0.473627160231732,0.159466127710674,-0.583367813209812
"35","CTEEG024",-0.632607268814339,60.5040974924127,-0.811621655479723,-0.00114411663138117,0.073,0.12,0.017,0.02,0.49789889214313,0.50210110785687,0.065,0.098,0.133,0.015,0.008,0.018,0.334267159047498,0.369412963198778,0.296319877753725,0.102,0.135,0.052,0.079,0.007,0.017,0.012,0.007,0.320259773335031,0.264866929835732,0.153062523876226,0.261810772953012,0.114,0.096,0.145,0.077,0.051,0.006,0.005,0.015,0.006,0.012,0.215204380491532,0.248694766331338,0.160448236342799,0.234814720488985,0.140837896345346,"experiment",1.67526594206877,-0.694514131706545,-0.374568182007175,-0.83558860303876
"36","CTEEG049",0.0340512081467537,23.3307193842568,0.342514133999454,-0.00232372754529648,0.136,0.252,0.027,0.059,0.448526597780329,0.551473402219671,0.298,0.208,0.132,0.056,0.02,0.025,0.253348641408343,0.341370072713356,0.405281285878301,0.117,0.224,0.169,0.313,0.018,0.018,0.015,0.056,0.261576731725985,0.303291236127057,0.241484883275928,0.193647148871029,0.155,0.196,0.24,0.113,0.324,0.011,0.012,0.015,0.016,0.056,0.190011481056257,0.207807118254879,0.223306544202067,0.220244929200153,0.158629927286644,"experiment",0.189836420026465,0.668543271758988,0.268041207697517,-0.83558860303876
"37","CTEEG057",-0.594598108707391,20.0342862964004,-0.683698913752258,-0.00130928472609829,0.148,0.069,0.049,0.017,0.463562033416282,0.536437966583718,0.06,0.181,0.102,0.013,0.049,0.015,0.35087095627444,0.235691432634198,0.413437611091362,0.082,0.115,0.055,0.187,0.007,0.011,0.011,0.049,0.250266619267686,0.275151084251689,0.264841805901173,0.209740490579453,0.131,0.055,0.107,0.199,0.082,0.009,0.011,0.006,0.049,0.007,0.153572698186989,0.265908282971916,0.169214361891219,0.165303945965162,0.246000710984714,"experiment",-1.01957091359616,-0.00629596984720982,1.35920426920986,-0.83558860303876
"38","CTEEG058",0.210891965510684,-59.1812582806704,0.837202060578619,-0.00260713579492149,0.334,0.176,0.075,0.042,0.392948717948718,0.607051282051282,0.151,0.357,0.231,0.03,0.071,0.023,0.379102564102564,0.301666666666667,0.319230769230769,0.182,0.364,0.24,0.127,0.014,0.069,0.022,0.023,0.237435897435897,0.28,0.287051282051282,0.195512820512821,0.127,0.305,0.232,0.427,0.181,0.023,0.026,0.017,0.06,0.013,0.194871794871795,0.214871794871795,0.241282051282051,0.119358974358974,0.229615384615385,"experiment",1.44018315315755,-0.0556367700183132,-0.98944284159106,0.173294556277032
"39","CTEEG060",-0.0485401145455173,-4.75139829758201,0.245969996494493,-0.00214568246973252,0.127,0.248,0.031,0.042,0.436170212765957,0.563829787234043,0.265,0.179,0.109,0.034,0.021,0.022,0.418439716312057,0.294326241134752,0.287234042553192,0.192,0.305,0.12,0.245,0.016,0.023,0.027,0.012,0.224822695035461,0.152482269503546,0.373758865248227,0.248936170212766,0.307,0.179,0.109,0.255,0.233,0.022,0.021,0.022,0.007,0.009,0.145390070921986,0.28936170212766,0.287234042553192,0.129078014184397,0.148936170212766,"experiment",-1.83418107169885,-1.69421681611705,2.66835069573486,-0.667441409819461
