"","Subject","MM_Intercept","MM_Hess","average_peak_magnitude","average_peak_curvature","hmm2_mean.1","hmm2_mean.2","hmm2_sd.1","hmm2_sd.2","hmm2_p1","hmm2_p2","hmm3_mean.1","hmm3_mean.2","hmm3_mean.3","hmm3_sd.1","hmm3_sd.2","hmm3_sd.3","hmm3_p1","hmm3_p2","hmm3_p3","hmm4_mean.1","hmm4_mean.2","hmm4_mean.3","hmm4_mean.4","hmm4_sd.1","hmm4_sd.2","hmm4_sd.3","hmm4_sd.4","hmm4_p1","hmm4_p2","hmm4_p3","hmm4_p4","hmm5_mean.1","hmm5_mean.2","hmm5_mean.3","hmm5_mean.4","hmm5_mean.5","hmm5_sd.1","hmm5_sd.2","hmm5_sd.3","hmm5_sd.4","hmm5_sd.5","hmm5_p1","hmm5_p2","hmm5_p3","hmm5_p4","hmm5_p5","Class","dis_sum","angle_sum","average_speed","idle_time"
"13","CTEEG046",0.278815055426075,-36.2734685417029,0.947050472746204,-0.00276401541903976,0.234,0.504,0.047,0.126,0.793284365162644,0.206715634837356,0.314,0.217,0.551,0.027,0.034,0.107,0.208814270724029,0.633788037775446,0.157397691500525,0.171,0.551,0.313,0.234,0.024,0.107,0.027,0.017,0.178384050367261,0.157397691500525,0.213011542497377,0.451206715634837,0.253,0.316,0.17,0.221,0.551,0.01,0.026,0.023,0.01,0.107,0.198321091290661,0.200419727177335,0.169989506820567,0.273871983210913,0.157397691500525,"control",-0.0191850076624414,0.476497853785324,-0.686695465369711,0.0465013956815473
"14","CTEEG047",-0.474489117038426,34.6343760706863,-0.581767565860974,-0.00151983952276753,0.069,0.145,0.024,0.036,0.420477137176938,0.579522862823062,0.059,0.184,0.119,0.019,0.036,0.016,0.311133200795229,0.196819085487078,0.492047713717694,0.073,0.04,0.184,0.119,0.008,0.011,0.036,0.016,0.172962226640159,0.135188866799205,0.195825049701789,0.496023856858847,0.096,0.057,0.136,0.116,0.187,0.005,0.018,0.006,0.006,0.036,0.136182902584493,0.295228628230616,0.214711729622266,0.170974155069582,0.182902584493042,"control",0.677086894585463,-0.352852284523125,0.773437464725493,-0.665551225692145
"15","CTEEG048",-0.48122707883472,14.1351789778155,-0.731579401161492,-0.00112953054494262,0.142,0.09,0.023,0.017,0.444565217391304,0.555434782608696,0.11,0.074,0.155,0.01,0.009,0.021,0.465217391304348,0.256521739130435,0.278260869565217,0.155,0.086,0.068,0.111,0.021,0.006,0.005,0.009,0.275,0.135869565217391,0.15,0.439130434782609,0.122,0.07,0.092,0.158,0.105,0.006,0.007,0.006,0.02,0.004,0.222826086956522,0.196739130434783,0.126086956521739,0.240217391304348,0.214130434782609,"control",0.430634979455808,1.72841272034309,0.173406003245878,-0.665551225692145
"16","CTEEG051",0.106714809606173,-8.96711684233926,0.631890986390435,-0.00264587823876043,0.218,0.38,0.042,0.077,0.700575815738964,0.299424184261036,0.384,0.26,0.19,0.076,0.015,0.029,0.287907869481766,0.297504798464491,0.414587332053743,0.263,0.173,0.383,0.224,0.013,0.022,0.076,0.009,0.258157389635317,0.267754318618042,0.289827255278311,0.18426103646833,0.383,0.223,0.19,0.155,0.263,0.076,0.009,0.007,0.017,0.013,0.289827255278311,0.186180422264875,0.13531669865643,0.130518234165067,0.258157389635317,"control",-0.697803922690422,1.4797019766583,-0.291274846832301,0.331322444231024
"17","CTEEG052",0.303066702099745,-145.220382005417,1.80555535576436,-0.0036144730956528,0.554,0.265,0.197,0.081,0.249448123620309,0.750551876379691,0.324,0.175,0.556,0.034,0.038,0.197,0.454746136865342,0.296909492273731,0.248344370860927,0.572,0.158,0.262,0.342,0.2,0.025,0.029,0.027,0.224061810154525,0.227373068432671,0.189845474613687,0.358719646799117,0.138,0.555,0.263,0.183,0.339,0.012,0.197,0.028,0.014,0.024,0.124724061810155,0.249448123620309,0.184326710816777,0.108167770419426,0.333333333333333,"control",0.472794588935267,0.832700406087447,0.255157962642122,-0.665551225692145
"18","CTEEG002",-0.0826804978267024,3.02925582817009,0.432339930493796,-0.00269830930355242,0.148,0.366,0.036,0.098,0.713197969543147,0.286802030456853,0.176,0.116,0.366,0.019,0.019,0.098,0.376903553299492,0.336294416243655,0.286802030456853,0.158,0.116,0.369,0.188,0.007,0.019,0.096,0.016,0.148477157360406,0.32994923857868,0.281725888324873,0.239847715736041,0.397,0.117,0.17,0.265,0.505,0.024,0.019,0.012,0.049,0.033,0.0621827411167513,0.338832487309645,0.313451776649746,0.213197969543147,0.0723350253807107,"experiment",-1.17401025864198,-0.821079255130785,0.168758511458958,-0.238319652867929
"19","CTEEG003",0.346081364498366,-12.6814690871072,1.20228912973345,-0.00308114466051675,0.212,0.389,0.049,0.104,0.633928571428571,0.366071428571429,0.184,0.441,0.287,0.032,0.105,0.024,0.427083333333333,0.220238095238095,0.352678571428571,0.273,0.185,0.568,0.343,0.014,0.032,0.06,0.032,0.229166666666667,0.430059523809524,0.0818452380952381,0.258928571428571,0.568,0.185,0.368,0.271,0.312,0.06,0.032,0.021,0.013,0.011,0.0818452380952381,0.431547619047619,0.139880952380952,0.214285714285714,0.132440476190476,"experiment",-1.21360904640374,-0.810879670745014,-0.613465519807302,0.0465013956815473
"20","CTEEG004",0.934320031890501,-34.2366632420864,2.58787185612176,-0.00418840040049598,0.562,0.325,0.118,0.055,0.366362451108214,0.633637548891786,0.264,0.366,0.574,0.017,0.036,0.116,0.235984354628422,0.426336375488918,0.33767926988266,0.264,0.349,0.626,0.435,0.017,0.024,0.102,0.025,0.235984354628422,0.312907431551499,0.232073011734029,0.21903520208605,0.44,0.626,0.378,0.264,0.332,0.021,0.102,0.014,0.017,0.014,0.186440677966102,0.232073011734029,0.159061277705346,0.235984354628422,0.186440677966102,"experiment",-0.218581141863221,0.103462444108247,0.0496442183666129,-0.238319652867929
"21","CTEEG005",-0.197571133682119,7.23967248408617,-0.264959465849587,-0.00143321411653667,0.124,0.193,0.021,0.029,0.628672150411281,0.371327849588719,0.135,0.098,0.194,0.011,0.014,0.029,0.435957696827262,0.195064629847239,0.368977673325499,0.126,0.196,0.148,0.095,0.006,0.028,0.006,0.013,0.267920094007051,0.349001175088132,0.212690951821387,0.170387779083431,0.218,0.126,0.147,0.172,0.095,0.023,0.006,0.005,0.008,0.013,0.17978848413631,0.27144535840188,0.192714453584019,0.18566392479436,0.170387779083431,"experiment",-0.925394690554339,-0.778495757601613,-1.24489348524601,0.616143492780501
"22","CTEEG006",0.0424493501896707,-1.55560466240256,0.111460998754224,-0.00161136789938086,0.279,0.13,0.049,0.044,0.332339791356185,0.667660208643815,0.089,0.168,0.284,0.023,0.021,0.046,0.317436661698957,0.371087928464978,0.311475409836066,0.285,0.149,0.187,0.088,0.045,0.011,0.012,0.022,0.305514157973174,0.18628912071535,0.198211624441133,0.309985096870343,0.149,0.186,0.088,0.337,0.254,0.011,0.011,0.022,0.022,0.024,0.18628912071535,0.189269746646796,0.309985096870343,0.110283159463487,0.204172876304024,"experiment",-1.0572441444492,-0.468897334567403,-0.282787510050936,-0.0959091285931911
"23","CTEEG008",-0.178811502603727,6.55234870870108,0.277813317783432,-0.00259208476269188,0.135,0.247,0.043,0.035,0.614349775784753,0.385650224215247,0.157,0.247,0.074,0.021,0.035,0.028,0.452914798206278,0.385650224215247,0.161434977578475,0.063,0.261,0.184,0.136,0.021,0.029,0.018,0.014,0.12780269058296,0.290358744394619,0.316143497757848,0.265695067264574,0.207,0.26,0.301,0.073,0.151,0.016,0.012,0.014,0.027,0.017,0.236547085201794,0.145739910313901,0.0695067264573991,0.158071748878924,0.390134529147982,"experiment",-0.603380597712849,-0.521113809200316,-0.926014920137366,0.0465013956815473
"24","CTEEG009",0.0802411425186794,-2.93941096815582,0.625742080967012,-0.0026405497295335,0.169,0.272,0.028,0.097,0.504267668146125,0.495732331853875,0.191,0.3,0.127,0.017,0.074,0.03,0.340901331512462,0.411232502560601,0.247866165926938,0.354,0.126,0.242,0.185,0.072,0.03,0.019,0.014,0.201263229771253,0.241208603618983,0.268521679754182,0.289006486855582,0.125,0.175,0.204,0.248,0.355,0.03,0.009,0.009,0.016,0.072,0.230112666439058,0.192045066575623,0.154831000341413,0.224479344486173,0.198531922157733,"experiment",-1.11515901984265,-0.828732130512365,-0.078562887863713,-0.0959091285931911
"25","CTEEG011",-0.107002082189287,3.92050420039646,-0.173652082185719,-0.0014242897547801,0.259,0.083,0.075,0.03,0.311806256306761,0.688193743693239,0.114,0.062,0.259,0.012,0.017,0.075,0.27547931382442,0.412714429868819,0.311806256306761,0.062,0.19,0.322,0.114,0.017,0.03,0.042,0.011,0.412714429868819,0.15438950554995,0.160443995963673,0.272452068617558,0.364,0.281,0.114,0.062,0.186,0.008,0.026,0.011,0.017,0.027,0.0756811301715439,0.0968718466195762,0.271442986881937,0.412714429868819,0.143289606458123,"experiment",-0.524960017517237,-0.201635514237776,-0.784551433896122,0.331322444231024
"26","CTEEG012",-0.195437438265704,7.16140303359078,-0.0597280952002552,-0.00187239972781852,0.133,0.225,0.032,0.082,0.584761904761905,0.415238095238095,0.103,0.168,0.251,0.032,0.011,0.053,0.39047619047619,0.255238095238095,0.354285714285714,0.251,0.128,0.08,0.167,0.053,0.008,0.027,0.011,0.354285714285714,0.184761904761905,0.200952380952381,0.26,0.248,0.173,0.126,0.154,0.08,0.054,0.004,0.006,0.008,0.027,0.366666666666667,0.134285714285714,0.160952380952381,0.134285714285714,0.203809523809524,"experiment",-1.15436396228008,-0.594510471358423,-1.99527673005363,1.75542768697841
"27","CTEEG013",-0.176064178569309,6.45151804781246,-0.261614540545559,-0.00141860548073827,0.211,0.102,0.029,0.03,0.373310810810811,0.626689189189189,0.231,0.102,0.179,0.016,0.029,0.01,0.228040540540541,0.625,0.146959459459459,0.178,0.076,0.126,0.231,0.011,0.019,0.01,0.016,0.152027027027027,0.298986486486487,0.320945945945946,0.228040540540541,0.193,0.103,0.173,0.224,0.254,0.009,0.03,0.006,0.004,0.01,0.0743243243243243,0.626689189189189,0.0878378378378378,0.14527027027027,0.0658783783783784,"experiment",-1.0766364984437,-0.821378945188343,2.06965723611467,-0.665551225692145
"28","CTEEG015",0.142295697583785,-5.21464253453104,0.807346826553936,-0.0028619972879182,0.347,0.148,0.078,0.048,0.379975874547648,0.620024125452352,0.106,0.191,0.358,0.028,0.027,0.072,0.29794933655006,0.358262967430639,0.3437876960193,0.075,0.192,0.126,0.359,0.016,0.027,0.013,0.072,0.117008443908323,0.352231604342581,0.188178528347407,0.342581423401689,0.173,0.105,0.312,0.227,0.434,0.013,0.028,0.027,0.018,0.038,0.230398069963812,0.291917973462002,0.176115802171291,0.158021712907117,0.143546441495778,"experiment",0.12212061623358,-0.457700275498708,1.15285939724945,-0.665551225692145
"29","CTEEG017",-0.161590047807098,5.92125118413335,-0.0843851176522006,-0.00174336182755765,0.202,0.127,0.033,0.016,0.51238591916558,0.48761408083442,0.143,0.204,0.116,0.008,0.032,0.011,0.220338983050847,0.496740547588005,0.282920469361147,0.224,0.143,0.174,0.116,0.027,0.008,0.007,0.011,0.294654498044329,0.215123859191656,0.207301173402868,0.282920469361147,0.174,0.143,0.252,0.205,0.116,0.007,0.008,0.019,0.009,0.011,0.203389830508475,0.217731421121252,0.114732724902216,0.18122555410691,0.282920469361147,"experiment",-0.301666358351579,-0.423916039359033,0.300391400189562,-0.380730177142668
"30","CTEEG018",-0.00815078604662142,0.298242331024423,0.573782328721242,-0.00279406016500247,0.372,0.19,0.108,0.03,0.250972762645914,0.749027237354086,0.154,0.205,0.371,0.017,0.019,0.108,0.227626459143969,0.517509727626459,0.254863813229572,0.232,0.193,0.154,0.381,0.011,0.008,0.016,0.107,0.190661478599222,0.356031128404669,0.219844357976654,0.233463035019455,0.305,0.193,0.154,0.507,0.231,0.027,0.009,0.016,0.065,0.01,0.151750972762646,0.356031128404669,0.219844357976654,0.0875486381322957,0.184824902723735,"experiment",-1.0938324196743,-0.818007928600423,1.98815741052572,-0.665551225692145
"31","CTEEG019",-0.0473967385697676,1.73704302825398,0.28618139089588,-0.00222153226377557,0.248,0.166,0.038,0.031,0.369565217391304,0.630434782608696,0.197,0.266,0.141,0.014,0.034,0.024,0.45048309178744,0.242753623188406,0.306763285024155,0.105,0.268,0.197,0.15,0.023,0.03,0.014,0.01,0.070048309178744,0.240338164251208,0.460144927536232,0.229468599033816,0.139,0.212,0.195,0.27,0.181,0.024,0.007,0.004,0.03,0.005,0.297101449275362,0.181159420289855,0.136473429951691,0.230676328502415,0.154589371980676,"experiment",0.257218989163878,-0.437569239036814,1.06162460367507,-0.665551225692145
"32","CTEEG021",-0.337779982806391,12.3772794705588,-0.505997478405126,-0.00135018810066233,0.148,0.087,0.024,0.014,0.518089725036179,0.481910274963821,0.124,0.085,0.166,0.009,0.013,0.018,0.26917510853835,0.447178002894356,0.283646888567294,0.166,0.094,0.124,0.072,0.018,0.006,0.009,0.006,0.283646888567294,0.263386396526773,0.26917510853835,0.183791606367583,0.183,0.085,0.125,0.201,0.157,0.008,0.013,0.01,0.003,0.007,0.0419681620839363,0.44862518089725,0.276410998552822,0.0361794500723589,0.196816208393632,"experiment",-0.663527541701493,-0.655985688172152,0.25273955409495,-0.238319652867929
"33","CTEEG022",0.86309156230448,-31.6259430864986,1.80864507251019,-0.00322647721283841,0.496,0.293,0.097,0.056,0.378615891614793,0.621384108385207,0.253,0.542,0.365,0.037,0.088,0.035,0.348956426217503,0.243866715488832,0.407176858293665,0.402,0.338,0.251,0.55,0.021,0.018,0.036,0.087,0.193701940681069,0.237275723178323,0.33650677407543,0.232515562065178,0.402,0.268,0.205,0.55,0.336,0.021,0.016,0.03,0.087,0.018,0.19516660563896,0.235078725741487,0.0944708897839619,0.23288172830465,0.242402050530941,"experiment",2.27541683235656,3.61553857809385,-1.94781806124132,4.17640659964896
"34","CTEEG023",0.146858492589702,-5.38060612674924,1.32842756599012,-0.00391449520667608,0.371,0.238,0.051,0.034,0.433667781493868,0.566332218506132,0.415,0.237,0.328,0.036,0.033,0.02,0.211817168338907,0.555183946488294,0.232998885172798,0.373,0.223,0.269,0.187,0.05,0.01,0.016,0.016,0.420289855072464,0.193979933110368,0.283166109253066,0.102564102564103,0.331,0.282,0.208,0.415,0.252,0.018,0.009,0.021,0.035,0.008,0.216276477146042,0.139353400222965,0.274247491638796,0.210702341137124,0.159420289855072,"experiment",-0.0935962675537533,-0.312773789905153,-0.0762674746522231,-0.380730177142668
"35","CTEEG024",-0.561540166642985,20.576577713236,-0.785274823921125,-0.00113840826959737,0.072,0.121,0.018,0.022,0.517526777020448,0.482473222979552,0.086,0.057,0.123,0.006,0.015,0.021,0.31207400194742,0.236611489776047,0.451314508276534,0.141,0.084,0.057,0.104,0.017,0.005,0.015,0.007,0.214703018500487,0.244888023369036,0.236124634858812,0.304284323271665,0.067,0.084,0.042,0.105,0.142,0.005,0.004,0.014,0.007,0.016,0.148003894839338,0.238558909444985,0.0944498539435248,0.307692307692308,0.211295034079844,"experiment",1.51377447939582,1.36070565484495,-1.47650774406653,2.4674803083521
"36","CTEEG049",0.0324607318372994,-1.18954435250079,0.479161021085827,-0.00244109712110372,0.131,0.246,0.027,0.078,0.488458674609084,0.511541325390916,0.129,0.319,0.206,0.025,0.094,0.019,0.462397617274758,0.1734921816828,0.364110201042442,0.151,0.208,0.32,0.106,0.013,0.018,0.094,0.015,0.263588979895756,0.345495160089352,0.172002978406552,0.21891288160834,0.322,0.132,0.21,0.098,0.163,0.094,0.01,0.017,0.011,0.01,0.169769173492182,0.189128816083395,0.323157110945644,0.145197319434103,0.172747580044676,"experiment",0.00549956046345318,1.00607760183841,-1.75915358238268,1.32819611415419
"37","CTEEG057",-0.469226477968161,17.1939190235644,-0.505541891836525,-0.00152537784759941,0.095,0.158,0.019,0.052,0.586355475763016,0.413644524236984,0.106,0.166,0.069,0.01,0.044,0.016,0.388868940754039,0.385996409335727,0.225134649910233,0.102,0.064,0.14,0.209,0.01,0.015,0.012,0.049,0.395691202872531,0.177019748653501,0.291921005385996,0.135368043087971,0.21,0.114,0.095,0.143,0.063,0.049,0.006,0.006,0.01,0.015,0.133213644524237,0.21508078994614,0.233752244165171,0.2491921005386,0.168761220825853,"experiment",4.4988025732508,1.39845785225455,-1.99371813291516,3.17953292972579
"38","CTEEG058",0.213394825749744,-7.81967378831216,0.566486969562201,-0.00214662998475633,0.188,0.297,0.021,0.117,0.654166666666667,0.345833333333333,0.349,0.145,0.198,0.071,0.027,0.014,0.271875,0.242708333333333,0.485416666666667,0.214,0.145,0.19,0.351,0.009,0.027,0.007,0.07,0.171875,0.248958333333333,0.313541666666667,0.265625,0.145,0.293,0.214,0.407,0.19,0.027,0.03,0.009,0.05,0.007,0.248958333333333,0.132291666666667,0.16875,0.136458333333333,0.313541666666667,"experiment",-0.213153642716054,-0.394138618196824,-0.278231920491175,-0.238319652867929
"39","CTEEG060",-0.277942166184322,10.1845427948146,-0.237984941530723,-0.00180294033806599,0.105,0.203,0.019,0.049,0.574358974358974,0.425641025641026,0.248,0.156,0.1,0.033,0.015,0.015,0.2,0.304273504273504,0.495726495726496,0.115,0.155,0.089,0.248,0.005,0.016,0.01,0.033,0.203418803418803,0.309401709401709,0.287179487179487,0.2,0.114,0.134,0.09,0.247,0.165,0.003,0.007,0.01,0.034,0.008,0.165811965811966,0.136752136752137,0.299145299145299,0.205128205128205,0.193162393162393,"experiment",-1.15902825197651,-0.814592720551846,1.60406589680335,-0.523140701417406
